3,1,1331851363
3,2,1331851364
1,4,1331851556
5,1,1331851850
5,2,1331851850
5,4,1331851850
6,1,1331851894
6,2,1331851894
6,5,1331851894
1,6,1331851938
5,3,1331852254
5,6,1331852266
7,2,1331852551
7,5,1331852559
7,1,1331852560
7,6,1331852560
7,3,1331852561
7,4,1331852562
1,5,1331853258
8,1,1331854407
8,2,1331854407
8,4,1331854407
1,8,1331864173
8,6,1331866895
8,3,1331866912
8,5,1331866923
9,7,1331877002
2,9,1331882957
10,5,1331913479
10,1,1331913503
10,2,1331913504
10,3,1331913505
10,7,1331913506
10,6,1331913507
10,8,1331913510
10,4,1331913511
10,9,1331913512
11,2,1331913998
13,1,1331915540
13,2,1331915540
13,4,1331915540
13,5,1331915540
2,11,1331917421
2,13,1331917427
2,8,1331917440
2,7,1331917445
2,6,1331917449
2,5,1331917453
14,1,1331917743
14,2,1331917743
14,4,1331917743
14,6,1331917743
14,7,1331917743
14,8,1331917743
14,13,1331917743
15,2,1331917943
15,4,1331917943
15,5,1331917943
15,6,1331917943
15,7,1331917943
15,8,1331917943
15,13,1331917943
15,14,1331917943
15,9,1331917977
15,3,1331917978
15,1,1331917984
15,10,1331917987
15,11,1331917988
15,12,1331917990
11,3,1331918716
11,4,1331918716
11,7,1331918717
11,6,1331918723
11,5,1331918724
11,8,1331918725
11,12,1331918727
11,13,1331918727
11,14,1331918728
11,15,1331918729
16,2,1331920119
16,4,1331920119
16,5,1331920119
16,6,1331920119
16,14,1331920119
16,15,1331920119
6,3,1331921040
6,7,1331921042
17,1,1331921693
17,2,1331921693
17,5,1331921693
17,6,1331921693
17,13,1331921693
17,14,1331921693
17,16,1331921693
17,3,1331921708
17,8,1331921710
17,11,1331921711
17,12,1331921712
17,9,1331921713
17,4,1331921714
17,7,1331921715
17,10,1331921717
17,15,1331921718
18,1,1331922099
18,5,1331922099
18,6,1331922099
18,10,1331922099
18,15,1331922099
18,4,1331922113
18,11,1331922115
18,13,1331922117
18,12,1331923670
2,17,1331923857
2,14,1331923876
19,2,1331924106
19,8,1331924106
19,17,1331924106
19,1,1331924111
19,3,1331924113
19,6,1331924117
19,7,1331924118
19,5,1331924120
19,11,1331924122
19,15,1331924123
19,14,1331924123
19,18,1331924124
19,13,1331924126
19,10,1331924127
7,10,1331925920
2,19,1331925958
20,1,1331928538
20,2,1331928538
20,4,1331928538
20,6,1331928538
20,13,1331928538
20,14,1331928538
20,18,1331928538
20,12,1331928557
20,17,1331928572
20,3,1331928576
21,8,1331928685
8,14,1331928695
8,15,1331928704
21,19,1331928876
22,2,1331929738
